site,sp,genus,doy_10_percentile,doy_30_percentile,doy_50_percentile,doy_70_percentile,doy_90_percentile,n_record,n_year,type
JERC,Lespedeza bicolor,Lespedeza,184,215.20000000000002,228,251,267.8,29,6,species_level
JERC,Lespedeza capitata,Lespedeza,199,217,225,231,241.7,114,12,species_level
JERC,Lespedeza hirta,Lespedeza,199.89999999999998,211.4,224.5,244.3,263.2,40,7,species_level
JERC,Lespedeza procumbens,Lespedeza,209,238,247,253.39999999999998,270,43,4,species_level
JERC,Lespedeza repens,Lespedeza,132.4,161.89999999999998,205,239,272.3,50,7,species_level
JERC,Lespedeza sp,Lespedeza,198.5,227,240,252,265,636,15,genus_level
JERC,Lespedeza stuevei,Lespedeza,237.5,240.5,242,244.49999999999997,253.5,4,3,species_level
JERC,Lespedeza thunbergii,Lespedeza,250,252,254,258.8,263.6,3,3,species_level
JERC,Lespedeza virginica,Lespedeza,224.60000000000002,236.2,244,253,261.6,105,10,species_level
JERC,Lupinus villosus,Lupinus,72,85,93,98,113.2,39,10,species_level
JERC,Melilotus indicus,Melilotus,69,87,104,119,145.5,386,11,species_level
JERC,Mimosa microphylla,Mimosa,124.20000000000002,151.2,164,182,210.79999999999998,133,11,species_level
JERC,Mimosa quadrivalvis,Mimosa,81.39999999999999,119.80000000000001,146,183.99999999999994,252,49,8,species_level
JERC,Orbexilum lupinellum,Orbexilum,131.1,135.3,144,154.10000000000002,166.70000000000002,4,2,species_level
JERC,Pediomelum canescens,Pediomelum,92,108,135,166,195.60000000000002,353,17,genus_level
JERC,Rhynchosia cinerea,Rhynchosia,108.4,111.19999999999999,114,116.79999999999998,119.6,2,2,species_level
JERC,Rhynchosia difformis,Rhynchosia,121.6,146.8,172,200.8,229.6,3,3,species_level
JERC,Rhynchosia reniformis,Rhynchosia,106.5,124.8,135.5,162.7,226.89999999999998,42,9,species_level
JERC,Rhynchosia sp,Rhynchosia,106,132,156,220,260,231,13,genus_level
JERC,Rhynchosia tomentosa,Rhynchosia,149,156.9,173,191.79999999999998,231.1,24,7,species_level
JERC,Robinia pseudoacacia,Robinia,93,120,138,152,257.8000000000002,2963,20,species_level
JERC,Strophostyles sp,Strophostyles,199,225.2,240,251,273.20000000000005,595,15,genus_level
JERC,Strophostyles umbellata,Strophostyles,198,226,240,251,270,232,12,species_level
JERC,Stylosanthes biflora,Stylosanthes,138.3,158.8,182.5,207.1,249.70000000000002,234,12,species_level
JERC,Tephrosia florida,Tephrosia,128.4,144.8,170,184.59999999999997,241.40000000000003,7,5,species_level
JERC,Tephrosia hispidula,Tephrosia,300,300,300,300,300,1,1,species_level
JERC,Tephrosia sp,Tephrosia,119.5,139,153,170,197,476,17,genus_level
JERC,Tephrosia spicata,Tephrosia,137.6,155.9,172.5,189.1,215.00000000000003,44,7,species_level
JERC,Tephrosia virginiana,Tephrosia,119.6,138,151,167,186,337,16,species_level
JERC,Trifolium dubium,Trifolium,93,118,134,146,167.5,646,11,species_level
JERC,Zornia bracteata,Zornia,119.10000000000001,138.8,153,184.29999999999998,199.29999999999998,8,5,species_level
JORN,Acacia constricta,Acacia,40,89.29999999999995,180,272,325.9000000000001,1572,14,genus_level
JORN,Acacia neovernicosa,Acacia,40,89.29999999999995,180,272,325.9000000000001,1572,14,genus_level
JORN,Astragalus allochrous,Astragalus,71.3,75.9,80.5,85.1,89.7,2,2,species_level
JORN,Astragalus nuttallianus,Astragalus,48.80000000000001,73.2,84.5,96.9,112.49999999999999,88,10,species_level
JORN,Astragalus sp,Astragalus,66,88,114,141,186,2802,26,genus_level
JORN,Astragalus tephrodes,Astragalus,69,84.8,99,112.99999999999997,163.40000000000003,13,4,species_level
JORN,Dalea cylindriceps,Dalea,290,290,290,290,290,1,1,species_level
JORN,Dalea lanata,Dalea,204,209,226,254,268,11,6,species_level
JORN,Dalea nana,Dalea,81.60000000000001,117.4,128,215.99999999999997,262,15,7,species_level
JORN,Dalea pogonathera,Dalea,43,88.6,120,181.19999999999996,261.80000000000007,23,8,species_level
JORN,Dalea sp,Dalea,64,120,183,204,269,1869,21,genus_level
JORN,Desmanthus cooleyi,Desmanthus,145,161.5,181,202,226,6,3,species_level
JORN,Prosopis glandulosa,Prosopis,50.10000000000001,109,158,237,322,1182,12,species_level
JORN,Prosopis pubescens,Prosopis,32.400000000000006,92.2,205,274,332.20000000000005,85,3,species_level
JORN,Prosopis sp,Prosopis,78.30000000000001,186,241,286,339,108,2,species_level
KONA,Amorpha sp,Amorpha,107.10000000000001,141,165,184,218,1072,19,genus_level
KONA,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
KONA,Desmodium glutinosum,Desmodium,174.8,207.6,229,252,277.8,45,3,species_level
KONA,Glycine max,Glycine,206.8,212.79999999999998,219,237,252.20000000000002,7,3,species_level
KONA,Kummerowia sp,Kummerowia,224,235.9,243.5,250.1,269.1,94,11,genus_level
KONA,Trifolium incarnatum,Trifolium,80,103,115,129,158,441,15,species_level
KONA,Trifolium pratense,Trifolium,145,166,196,243,280,4765,20,species_level
KONZ,Amorpha canescens,Amorpha,115,172,185,198.7,247,542,17,species_level
KONZ,Amphicarpaea bracteata,Amphicarpaea,224,232,238.5,245,253,2412,21,species_level
KONZ,Astragalus crassicarpus,Astragalus,63,82.89999999999999,95.5,130.2,151,94,12,species_level
KONZ,Astragalus lotiflorus,Astragalus,75,85.5,96,109,130,26,10,species_level
KONZ,Astragalus missouriensis,Astragalus,72,91,108,125.19999999999999,147.4,127,15,species_level
KONZ,Astragalus plattensis,Astragalus,77.10000000000001,96,109,116,118.69999999999999,12,4,species_level
KONZ,Astragalus sp,Astragalus,66,88,114,141,186,2802,26,genus_level
KONZ,Baptisia australis,Baptisia,108,131.5,147,158.5,179,306,14,species_level
KONZ,Baptisia bracteata,Baptisia,83,101.5,125,145,153.5,146,15,species_level
KONZ,Baptisia sp,Baptisia,102,134,155,173,195,1008,17,genus_level
KONZ,Ceanothus americanus,Ceanothus,142.10000000000002,163,175,185,197.89999999999998,672,19,species_level
KONZ,Ceanothus herbaceus,Ceanothus,91,111,146,160,176.8,303,12,species_level
KONZ,Chamaecrista fasciculata,Chamaecrista,175,209,225,241,272,4671,22,species_level
KONZ,Crotalaria sagittalis,Crotalaria,156,187,202,208.9,252.20000000000002,18,7,species_level
KONZ,Dalea candida,Dalea,170,187,194,205,227,209,17,species_level
KONZ,Dalea multiflora,Dalea,178.6,179.79999999999998,187,196.6,212.2,4,3,species_level
KONZ,Dalea purpurea,Dalea,145.60000000000002,183.2,195,208.79999999999995,241.60000000000002,635,18,species_level
KONZ,Dalea sp,Dalea,64,120,183,204,269,1869,21,genus_level
KONZ,Desmanthus illinoensis,Desmanthus,161,178,189,199,226,81,8,species_level
KONZ,Desmodium canescens,Desmodium,207.10000000000002,217.5,229,233.9,253,20,7,species_level
KONZ,Desmodium cuspidatum,Desmodium,195.3,208.3,234.5,242.7,247,8,4,species_level
KONZ,Desmodium glutinosum,Desmodium,174.8,207.6,229,252,277.8,45,3,species_level
KONZ,Desmodium illinoense,Desmodium,182.1,186.7,194,203.79999999999998,209,12,4,species_level
KONZ,Desmodium paniculatum,Desmodium,215,231.7,244,253,265.2,140,9,species_level
KONZ,Desmodium pauciflorum,Desmodium,183,205,223,242,264,705,15,genus_level
KONZ,Desmodium perplexum,Desmodium,245.5,248.5,253.5,258.5,270.5,6,4,species_level
KONZ,Desmodium sessilifolium,Desmodium,188.4,207.2,222,227.2,239.60000000000002,7,5,species_level
KONZ,Glycyrrhiza lepidota,Glycyrrhiza,149,173,184,191,208,101,9,species_level
KONZ,Kummerowia stipulacea,Kummerowia,232.40000000000003,237.79999999999998,243,247,257,17,8,species_level
KONZ,Lespedeza capitata,Lespedeza,199,217,225,231,241.7,114,12,species_level
KONZ,Lespedeza cuneata,Lespedeza,220,241,252,258,268,209,12,species_level
KONZ,Lespedeza frutescens,Lespedeza,221.7,229.6,235.5,236,251.3,8,3,species_level
KONZ,Lespedeza sp,Lespedeza,198.5,227,240,252,265,636,15,genus_level
KONZ,Lespedeza stuevei,Lespedeza,237.5,240.5,242,244.49999999999997,253.5,4,3,species_level
KONZ,Lespedeza violacea,Lespedeza,223.2,234.2,240,244.6,253,15,8,species_level
KONZ,Lespedeza virginica,Lespedeza,224.60000000000002,236.2,244,253,261.6,105,10,species_level
KONZ,Medicago lupulina,Medicago,90,139,158,176,228,1560,16,species_level
KONZ,Melilotus officinalis,Melilotus,145.2,161,173,194,235,1193,19,species_level
KONZ,Mimosa microphylla,Mimosa,124.20000000000002,151.2,164,182,210.79999999999998,133,11,species_level
KONZ,Mimosa nuttallii,Mimosa,121.30000000000001,132.8,144.5,160.1,175.8,34,11,species_level
KONZ,Pediomelum esculentum,Pediomelum,137.7,152.10000000000002,162.5,165.89999999999998,175.90000000000003,38,10,species_level
